scene,offset,speaker,risk,revisar,source_en,target_pt,correcao,nota
ch_11_08,0x1db5c,Haku,low,,"Kuon prompts me, taking the notebook. Seems like\n","A Kuon me incentiva, pegando o caderno. Parece\n",,
ch_11_08,0x1db8f,Haku,low,,she's in a good mood for some reason...,estar de bom humor por algum motivo...,,
ch_11_08,0x1dbb7,Haku,medium,,"The next one? Uh, 5126.","O próximo? Ah, 5126.",,
ch_11_08,0x1df53,Sistema,medium,,{c5}Free Battle{c-1} has been added to the system menu.,{c5}Batalha Livre{c-1} adicionada ao menu do sistema.,,
ch_11_08,0x1df8b,Sistema,low,,You can replay cleared stages in Free Battle mode.,Você pode rejogar fases concluídas no modo Batalha Livre.,,
ch_11_08,0x1dfbe,Sistema,low,,"Do this at base, or whenever you're organizing for\n","Faça isso na base, ou quando estiver se organizando para a\n",,
ch_11_08,0x1dff3,Sistema,medium,,"battle. Fight, level up, and collect Bonus Points!","batalha. Lute, suba de nível e junte Pontos de Bônus!",,
ch_11_09,0x1f560,Kuon,low,,Let's eat! Ah...,Vamos comer! Ah...,,
ch_11_09,0x1f571,Kuon,medium,,"*Hromf, munch--*","*Hrom, nhac--*",,
ch_11_09,0x1f586,Kuon,medium,,"*--gulp* Mmf, that's good...","*--glup* Mmf, que delícia...",,
ch_11_09,0x1f5a3,Kuon,low,,"Spacing out over there? Come on, this is delicious.\n","Viajando aí? Vai, isso aqui tá uma delícia.\n",,
ch_11_09,0x1f5d9,Kuon,low,,You're not gonna eat?,Você não vai comer?,,
ch_11_09,0x1f5ef,Haku,low,,R-Right...,C-Certo...,,
ch_11_09,0x1f5fa,Haku,low,,It got dark outside while we were busy organizing\n,Escureceu lá fora enquanto a gente organizava\n,,
ch_11_09,0x1f62e,Haku,low,,our belongings...,nossas coisas...,,
ch_11_09,0x1f640,Haku,low,,"At some point, a tantalizing aroma wafted into the\n","Em algum momento, um aroma convidativo entrou no\n",,
ch_11_09,0x1f675,Haku,low,amostra,room from somewhere else in the inn.,"quarto, vindo de algum canto da estalagem.",,
ch_11_09,0x1f69a,Haku,low,,The scent tickled my nose and made my stomach growl\n,O cheiro fez cócegas no meu nariz e meu estômago roncar\n,,
ch_11_09,0x1f6d0,Haku,low,,with hunger...,de fome...,,
ch_11_09,0x1f6df,Haku,low,,"Chuckling, Kuon led me downstairs, where we\n","Rindo, a Kuon me levou lá pra baixo, onde\n",,
ch_11_09,0x1f70d,Haku,low,,found a group of locals drinking and dining merrily.,achamos um grupo de locais bebendo e jantando alegres.,,
ch_11_09,0x1f742,Haku,low,,"Now, a staggering number of dishes are lined up on\n","E agora, um número absurdo de pratos está disposto na\n",,
ch_11_09,0x1f777,Haku,low,,the table before us.,mesa à nossa frente.,,
ch_11_09,0x1f78c,Haku,medium,,"Geez. What's with these portions, though?",Cruzes. Mas que porções são essas?,,
ch_11_09,0x1f7b6,Haku,low,,The plates are all stacked so high with food they\n,Os pratos estão tão cheios de comida que\n,,
ch_11_09,0x1f7ea,Haku,low,,threaten to topple. This is way too much for two...,ameaçam desabar. Isso é demais pra dois...,,
ch_11_09,0x1f81e,Haku,medium,,"Hell, there's enough food crowding the table for\n","Caramba, tem comida na mesa pra pelo menos\n",,
ch_11_09,0x1f851,Haku,low,,at least TEN people.,DEZ pessoas.,,
ch_11_09,0x1f866,Haku,low,,"Oblivious to my dumbfounded state, Kuon reaches for\n","Alheia ao meu espanto, a Kuon pega um\n",,
ch_11_09,0x1f89c,Haku,low,,a plate and hums happily to herself.,prato e cantarola feliz.,,
ch_11_09,0x1f8c1,Kuon,low,,"Mm, and I'll try... this one, and this one next!","Hum, e eu vou provar... este, e depois este!",,
ch_11_09,0x1f8f2,Haku,low,,She piles heaps of meat and vegetables onto some\n,Ela empilha montes de carne e legumes em alguma\n,,
ch_11_09,0x1f925,Haku,low,,"kind of thin dough, wrapping it all up neatly.","espécie de massa fina, embrulhando tudo com capricho.",,
ch_11_09,0x1f954,Kuon,medium,,"*Grmf, hrmf, munch--*","*Grmf, hrmf, nhac--*",,
ch_11_09,0x1f96a,Haku,low,,"The wrap, bursting at the seams with ingredients,\n","O embrulho, estourando de tanto recheio,\n",,
ch_11_09,0x1f99e,Haku,low,,disappears in just a few bites...!,some em poucas mordidas...!,,
ch_11_09,0x1f9c1,Haku,medium,,"Kuon opens her mouth wide and stuffs her face, but\n","A Kuon abre a boca enorme e enfia tudo, mas\n",,
ch_11_09,0x1f9f6,Haku,low,,"somehow, she makes it look refined.","de algum jeito, ela faz parecer refinado.",,
ch_11_09,0x1fa1a,Kuon,low,,"Don't hold back, OK? We're celebrating you making\n","Não se segura, tá? A gente tá comemorando você ter\n",,
ch_11_09,0x1fa4e,Kuon,low,,it back here safely.,voltado são e salvo.,,
ch_11_09,0x1fa63,Haku,low,,While I'm happy to hear you say that...,Apesar de eu gostar de ouvir isso...,,
ch_11_09,0x1fa8b,Haku,low,,This all looks like quite a feast. I hope she didn't\n,Isso tudo parece um banquetão. Espero que ela não\n,,
ch_11_09,0x1fac2,Haku,low,,splurge for my sake...,tenha gastado à toa por minha causa...,,
ch_11_09,0x1fad9,Kuon,medium,,"Well, if you aren't eating, I'll just help myself\n","Bom, se você não vai comer, eu mesma me sirvo\n",,
ch_11_09,0x1fb0d,Kuon,low,,to the rest.,do resto.,,
ch_11_09,0x1fb1a,Haku,low,,...Huh?,...Hein?,,
ch_11_09,0x1fb22,Kuon,medium,,"Ahhh... *Grmf, hromf--munch, munch--*","Ahhh... *Grmf, hrom--nhac, nhac--*",,
ch_11_09,0x1fb48,Haku,medium,,"D-Did she say ""the rest""?","E-Ela disse ""o resto""?",,
ch_11_09,0x1fb62,Kuon,low,,"Oh, right. Do you not know how to eat this, Haku?","Ah, é mesmo. Você não sabe como comer isso, Haku?",,
ch_11_09,0x1fb94,Haku,medium,,"Um, well. Not... really.","Ahn, bom. Não... muito.",,
ch_11_09,0x1fbad,Haku,low,,"I nod unconsciously, not quite able to tell her I'm\n","Aceno sem pensar, sem conseguir dizer que o que\n",,
ch_11_09,0x1fbe3,Haku,low,,more taken aback by the sheer quantity.,mais me espanta é a quantidade.,,
ch_11_09,0x1fc0b,Kuon,low,,"Well, then! Allow me to teach you.",Pois então! Deixa eu te ensinar.,,
ch_11_09,0x1fc2e,Haku,low,,"From the plate in front of her, Kuon grabs another\n","Do prato à frente dela, a Kuon pega outra\n",,
ch_11_09,0x1fc63,Haku,low,,one of those thin sheets of flatbread...,daquelas folhas finas de pão achatado...,,
ch_11_09,0x1fc8c,Kuon,medium,,"First, we get the amam skin ready.","Primeiro, a gente prepara a pele de amam.",,
ch_11_09,0x1fcaf,Haku,low,,This?,Esta?,,
ch_11_09,0x1fcb5,Haku,low,amostra,"I pick up another of the flimsy, doughy sheets,\n","Pego outra das folhas finas e macias,\n",,
ch_11_09,0x1fce7,Haku,low,,watching it pillow pliantly around my fingers...,vendo ela se moldar fofa nos meus dedos...,,
ch_11_09,0x1fd18,Haku,medium,,"She called it a ""skin,"" but it looks like it's\n","Ela chamou de ""pele"", mas parece ser\n",,
ch_11_09,0x1fd49,Haku,low,,"grain pounded and baked like flatbread, not actual\n","grão moído e assado como pão achatado, não\n",,
ch_11_09,0x1fd7e,Haku,low,,animal hide.,couro de animal de verdade.,,
ch_11_09,0x1fd8b,Kuon,medium,amostra,That grain we carried earlier was amam. It turns\n,Aquele grão que a gente carregou era amam. Vira\n,,
ch_11_09,0x1fdbe,Kuon,low,,into this after you grind it into flour and bake it.,isto depois de moer em farinha e assar.,,
ch_11_09,0x1fdf3,Kuon,low,,"You put ingredients like cooked meats, vegetables,\n","Você põe ingredientes tipo carnes cozidas, legumes\n",,
ch_11_09,0x1fe28,Kuon,low,,"or fish in the middle, then wrap it all up!","ou peixe no meio, e embrulha tudo!",,
ch_11_09,0x1fe54,Kuon,high,risco:high,One finished amamunii. Dip in your favorite sauce\n,Um amamunii pronto. Molha no seu molho favorito\n,,
ch_11_09,0x1fe88,Kuon,low,,and enjoy!,e aproveita!,,
ch_11_09,0x1fe93,Haku,low,largura,Kuon hands me the amam-wrapped bundle of food.,A Kuon me passa o embrulho de comida enrolado na pele de amam.,,
ch_11_09,0x1fec2,Haku,medium,,Talk about extra large...,Isso que é tamanho família...,,
ch_11_09,0x1fedc,Haku,low,,The skin looks like it's fit to burst. She\n,A pele parece prestes a estourar. Ela\n,,
ch_11_09,0x1ff09,Haku,low,,definitely overstuffed this.,definitivamente exagerou no recheio.,,
ch_11_09,0x1ff26,Haku,low,,"As I stare in disbelief at mine, Kuon makes another\n","Enquanto eu encaro o meu sem acreditar, a Kuon faz outro\n",,
ch_11_09,0x1ff5c,Haku,low,,just like it and digs in.,igualzinho e ataca.,,
ch_11_09,0x1ff76,Haku,low,largura,"Persuaded, I take a careful bite, cautious not to\n","Convencido, dou uma mordida cuidadosa, tomando cuidado pra não\n",,
ch_11_09,0x1ffaa,Haku,low,,let any of the filling spill...,deixar o recheio cair...,,
ch_11_09,0x1ffca,Haku,medium,,"*Munch, munch*... Mm.","*Nhac, nhac*... Hum.",,
ch_11_09,0x1ffe0,Haku,low,,"OK, yeah. That's pretty good. A little heavy on\n","Tá, é. Bem bom mesmo. Um pouco pesado no\n",,
ch_11_09,0x20012,Haku,low,,"the seasoning, but still good.","tempero, mas mesmo assim bom.",,
ch_11_09,0x20031,Haku,low,,And it tastes even better since it's a free meal.,E fica ainda melhor porque é refeição de graça.,,
ch_11_09,0x20063,Kuon,medium,,"Eh heh heh. I may not look it, but I'm a pretty good\n","Eheheh. Posso não parecer, mas sou uma cozinheira\n",,
ch_11_09,0x2009a,Kuon,low,,cook.,e tanto.,,
ch_11_09,0x200a0,Haku,low,,Kuon smiles proudly.,A Kuon sorri orgulhosa.,,
ch_11_09,0x200b5,Haku,medium,,...I don't think being able to wrap things up in a\n,...Não acho que saber embrulhar as coisas numa\n,,
ch_11_09,0x200ea,Haku,low,,"skin makes you a cook, but whatever you say.","pele faça de você cozinheira, mas tá bom.",,
ch_11_09,0x20117,Haku,low,,I manage to bite my tongue before the quip actually\n,Consigo segurar a língua antes que a piada\n,,
ch_11_09,0x2014d,Haku,low,,escapes my throat.,escape de fato da minha garganta.,,
ch_11_09,0x20160,Kuon,low,identico-fonte,"*Mmf, gromf--*","*Mmf, gromf--*",,
ch_11_09,0x2016f,Haku,low,,"It's certainly delicious, but I'm getting parched.\n","É deliciosa mesmo, mas estou ficando com sede.\n",,
ch_11_09,0x201a4,Haku,low,,Probably the seasoning.,Provavelmente o tempero.,,
ch_11_09,0x201bc,Haku,low,,Is there anything to drink...?,Tem algo pra beber...?,,
ch_11_09,0x201db,Kuon,low,,Here.,Aqui.,,
ch_11_09,0x201e1,Haku,low,,"As though reading my mind, Kuon slides a bowl of\n","Como se lesse minha mente, a Kuon empurra uma tigela de\n",,
ch_11_09,0x20214,Haku,low,,amber-colored liquid towards me.,líquido âmbar na minha direção.,,
ch_11_09,0x20235,Haku,low,,"Oh, thanks.","Ah, obrigado.",,
ch_11_09,0x20241,Haku,low,,"I take an experimental sip, tasting the beverage...","Dou um gole experimental, provando a bebida...",,
ch_11_09,0x20275,Haku,low,,"It has an odd, citrusy flavor, but it's not\n","Tem um sabor cítrico esquisito, mas não é\n",,
ch_11_09,0x202a3,Haku,low,,"overpowering--in fact, it cleanses my palate pretty\n","intenso demais--na verdade, ele limpa meu paladar\n",,
ch_11_09,0x202d9,Haku,low,,nicely.,direitinho.,,
ch_11_09,0x202e1,Haku,low,,Is this... alcohol?,Isso é... álcool?,,
ch_11_09,0x202f5,Kuon,low,,Uh huh. It's a drink you'll find a lot in this\n,Aham. É uma bebida bem comum nesta\n,,
ch_11_09,0x20326,Kuon,low,,"region. It's not too strong, so it's drunk with\n","região. Não é muito forte, então costumam beber com\n",,
ch_11_09,0x20358,Kuon,low,,"meals, usually.",as refeições.,,
ch_11_09,0x20368,Haku,low,,Interesting...,Interessante...,,
ch_11_09,0x20377,Haku,low,,"It almost seems like beer, but that citrus taste\n","Quase parece cerveja, mas aquele toque cítrico\n",,
ch_11_09,0x203aa,Haku,low,,distinguishes it from standard lager.,a diferencia de uma lager comum.,,
ch_11_09,0x203d0,Haku,low,,I like it. The bubbles and the sourness go nicely\n,Gostei. As bolhas e a acidez combinam bem\n,,
ch_11_09,0x20404,Haku,low,,with the heavy seasoning on these dishes.,com o tempero forte desses pratos.,,
ch_11_09,0x2042e,Kuon,medium,,And we don't really have it in my homeland! So it's\n,E a gente quase não tem isso na minha terra! Então\n,,
ch_11_09,0x20464,Kuon,low,,still a novelty to me.,ainda é novidade pra mim.,,
ch_11_09,0x2047b,Haku,low,,Homeland?,Terra natal?,,
ch_11_09,0x20485,Haku,low,,"You're not from around here, then?",Então você não é daqui?,,
ch_11_09,0x204a8,Kuon,high,risco:high,"Hm? Yeah, I'm from across the sea. It was a rough\n","Hum? É, sou de além-mar. Foi uma travessia\n",,
ch_11_09,0x204dc,Kuon,low,,"voyage getting here, though.","difícil chegar aqui, no entanto.",,
ch_11_09,0x204f9,Haku,low,,I see. I don't know what part of the world you're\n,Saquei. Não sei de que parte do mundo você\n,,
ch_11_09,0x2052d,Haku,low,,"from, but that... sounds like it's far away.","é, mas isso... parece ser bem longe.",,
ch_11_09,0x2055a,Kuon,medium,,"Uh huh. I've traveled a lot since I was a child,\n","Aham. Eu viajo muito desde criança,\n",,
ch_11_09,0x2058d,Kuon,low,,but this is the first time I've been out this far\n,mas é a primeira vez que vou tão longe\n,,
ch_11_09,0x205c1,Kuon,low,,on my own.,sozinha.,,
ch_11_09,0x205cc,Kuon,low,,"It was also my first time traveling by ship, so\n","Também foi minha primeira vez viajando de navio, então\n",,
ch_11_09,0x205fe,Kuon,low,,getting that new experience was fun in the end.,no fim foi divertido ter essa experiência nova.,,
ch_11_09,0x2062e,Kuon,medium,,"We did have a few close calls, though...",Mas a gente passou por uns perrengues...,,
ch_11_09,0x20657,Haku,low,,"What, like you got caught in a storm or something?","Quê, tipo pegar uma tempestade ou algo assim?",,
ch_11_09,0x2068a,Haku,low,,"Kuon puts a finger to her lips, smiling proudly.","A Kuon põe o dedo nos lábios, sorrindo orgulhosa.",,
ch_11_09,0x206bb,Kuon,low,,"It wasn't a storm, but we ran into something just\n","Não foi tempestade, mas a gente topou com algo quase\n",,
ch_11_09,0x206ef,Kuon,low,,about as scary. Can you guess?,tão assustador. Adivinha?,,
ch_11_09,0x2070e,Haku,low,,"Something close to a storm... Like a tsunami, or\n","Algo parecido com tempestade... Tipo um tsunami, ou\n",,
ch_11_09,0x20741,Haku,low,,a giant whirlpool?,um redemoinho gigante?,,
ch_11_09,0x20754,Kuon,high,risco:high,"Too bad! Both wrong. The correct answer is ""giant\n","Que pena! Os dois errados. A resposta certa é ""ataque de\n",,
ch_11_09,0x20788,Kuon,low,,"sea monster attack.""","monstro marinho gigante.""",,
ch_11_09,0x2079d,Haku,low,,Um.,Ahn.,,
ch_11_09,0x207a1,Kuon,low,,"It happened on a calm, sunny day, and the ship had\n","Foi num dia calmo e ensolarado, e o navio tinha\n",,
ch_11_09,0x207d6,Kuon,low,,a lot of people packed belowdecks.,muita gente amontoada no porão.,,
ch_11_09,0x207f9,Kuon,low,,"The water was peaceful, so I thought I'd go above\n","A água estava tranquila, então pensei em subir\n",,
ch_11_09,0x2082d,Kuon,low,,"and watch the waves, but...","pra ver as ondas, mas...",,
ch_11_09,0x20849,Kuon,high,risco:high,"When I got up there, I was just in time to see giant\n","Quando cheguei lá em cima, foi bem a tempo de ver braços\n",,
ch_11_09,0x20880,Kuon,low,,arms--more like legs--emerge and seize the ship!,gigantes--mais pra pernas--surgirem e agarrarem o navio!,,
ch_11_09,0x208b1,Kuon,low,,"It tried to pull us beneath the surface, drowning\n","Tentou nos puxar pra debaixo d'água, afogando\n",,
ch_11_09,0x208e5,Kuon,low,,"anyone who fell off--it was awful, really.","quem caía--foi horrível, de verdade.",,
ch_11_09,0x20910,Haku,medium,,"That's... nowhere near ""like"" a storm.","Isso... não chega nem perto de ser ""tipo"" tempestade.",,
ch_11_09,0x20937,Haku,low,,"Hold on. You're just pulling my leg, aren't you?\n","Calma. Você só tá me zoando, né?\n",,
ch_11_09,0x2096a,Haku,low,,This is some kind of joke.,Isso é algum tipo de piada.,,
ch_11_09,0x20985,Kuon,low,,A joke?,Piada?,,
ch_11_09,0x2098d,Haku,low,,Kuon tilts her head quizzically.,"A Kuon inclina a cabeça, sem entender.",,
ch_11_09,0x209ae,Haku,low,,...Never mind.,...Deixa pra lá.,,
ch_11_09,0x209bd,Haku,low,,I'm starting to get a headache trying to wrap my\n,Tô começando a ter dor de cabeça tentando\n,,
ch_11_09,0x209f0,Haku,low,,head around this. Time to change the subject.,entender isso. Hora de mudar de assunto.,,
ch_11_09,0x20a1e,Haku,low,,"So, I'm curious. Why are you traveling? Do you have\n","Então, fiquei curioso. Por que você viaja? Tem algum\n",,
ch_11_09,0x20a54,Haku,low,,some goal way out here--some objective?,objetivo aqui longe--alguma meta?,,
ch_11_09,0x20a7c,Kuon,low,,Objective...,Objetivo...,,
ch_11_09,0x20a89,Haku,low,,"If it's hard to talk about, you don't have to...","Se for difícil falar, não precisa...",,
ch_11_09,0x20aba,Kuon,low,,"Oh, no, nothing like that. I just haven't had to...\n","Ah, não, nada disso. É que eu nunca precisei...\n",,
ch_11_09,0x20af0,Kuon,low,,"Well, put it into words before.","Bom, pôr isso em palavras antes.",,
ch_11_09,0x20b10,Kuon,low,,I just want to take myself to as many new places as\n,Eu só quero me levar a quantos lugares novos\n,,
ch_11_09,0x20b46,Kuon,low,,"I can, I think.","eu puder, acho.",,
ch_11_09,0x20b56,Kuon,high,risco:high;largura,"Like there's a wanderlust deep inside me, whispering\n","Como se tivesse uma sede de viajar bem no fundo de mim, sussurrando\n",,
ch_11_09,0x20b8d,Kuon,low,,"to my heart, you know?","pro meu coração, sabe?",,
ch_11_09,0x20ba4,Kuon,low,,"It wants to go places it's never been, have\n","Ela quer ir a lugares onde nunca esteve, ter\n",,
ch_11_09,0x20bd2,Kuon,low,,"experiences it's never had, try new things...","experiências que nunca teve, provar coisas novas...",,
ch_11_09,0x20c00,Kuon,low,,So as long as there are new places for me to take in\n,Então enquanto houver lugares novos pra eu conhecer\n,,
ch_11_09,0x20c37,Kuon,low,,"like that, I'll continue my travels, I suppose.","assim, vou continuar viajando, eu acho.",,
ch_11_09,0x20c67,Haku,medium,,"Kuon smiles sweetly, and I have to admit, the beauty\n","A Kuon sorri doce, e admito, a beleza\n",,
ch_11_09,0x20c9e,Haku,low,,of it charms me a little.,disso me encanta um pouco.,,
ch_11_09,0x20cb8,Kuon,low,,"Drinks that can only be found here, food that's only\n","Bebidas que só se acham aqui, comida que só se\n",,
ch_11_09,0x20cef,Kuon,low,,"cooked there, seeing the sights...","cozinha lá, ver as paisagens...",,
ch_11_09,0x20d12,Kuon,medium,,"Traveling the open road, wandering a free world with\n","Percorrer a estrada aberta, vagar por um mundo livre sem\n",,
ch_11_09,0x20d49,Kuon,high,risco:high,no one to lecture me or force me to study...,ninguém pra me dar sermão ou me obrigar a estudar...,,
ch_11_09,0x20d76,Kuon,low,,"Really, I have to wonder if this lifestyle is what\n","Sério, fico me perguntando se esse estilo de vida é o\n",,
ch_11_09,0x20dab,Kuon,low,,they mean when they talk about an earthly paradise.,que chamam de paraíso na Terra.,,
ch_11_09,0x20ddf,Haku,medium,,...I feel like that last part somehow spoils the\n,...Sinto que essa última parte meio que estraga o\n,,
ch_11_09,0x20e12,Haku,low,,rest of it.,resto.,,
ch_11_09,0x20e1e,Haku,high,risco:high,"Doesn't your family worry, th--?","Sua família não fica preocupada, en--?",,
ch_11_09,0x20e3f,Haku,high,risco:high,"At that, Kuon's expression turns dark and\n","Com isso, a expressão da Kuon fica sombria e\n",,
ch_11_09,0x20e6b,Haku,low,,distant.,distante.,,
ch_11_09,0x20e74,Haku,medium,,Urk. Wrong thing to say?,Ops. Falei besteira?,,
ch_11_09,0x20e8d,Haku,low,,A normal parent probably wouldn't let their\n,Um pai normal provavelmente não deixaria a\n,,
ch_11_09,0x20ebb,Haku,low,,"young daughter travel alone, much less\n","filha jovem viajar sozinha, muito menos\n",,
ch_11_09,0x20ee4,Haku,low,,"overseas, so...","pro outro lado do mar, então...",,
ch_11_09,0x20ef4,Haku,low,,...Sorry. I didn't mean...,...Desculpa. Eu não quis...,,
ch_11_09,0x20f0f,Kuon,low,,"Oh, no, it's all right.","Ah, não, tá tudo bem.",,
ch_11_09,0x20f27,Kuon,high,risco:high,"I ran off without telling anyone, is all. I'm...\n","Eu fugi sem avisar ninguém, só isso. Eu...\n",,
ch_11_09,0x20f5a,Kuon,low,,not exactly looking forward to the scolding waiting\n,não tô exatamente ansiosa pela bronca que me\n,,
ch_11_09,0x20f90,Kuon,low,,for me.,espera.,,
ch_11_09,0x20f98,Haku,low,,"What, that's all!?","Quê, só isso!?",,
ch_11_09,0x20fab,Kuon,low,,Huh? What do you mean?,Hein? Como assim?,,
ch_11_09,0x20fc2,Haku,medium,,That sullen face just now made me think you don't\n,Aquela cara fechada agora me fez achar que você não\n,,
ch_11_09,0x20ff6,Haku,low,,"have a family. And since I said, y'know--","tinha família. E como eu falei, sabe--",,
ch_11_09,0x21020,Kuon,low,,Family?,Família?,,
ch_11_09,0x21028,Kuon,high,risco:high,"Oooh, I see. No, no, I come from a pretty big\n","Aaah, saquei. Não, não, eu venho de uma família bem\n",,
ch_11_09,0x21058,Kuon,low,,household.,grande.,,
ch_11_09,0x21063,Haku,low,,"If that's the case, then it's f-- Actually, no, it's\n","Se é assim, então tá tu-- Na verdade, não, não tá\n",,
ch_11_09,0x2109a,Haku,low,,not fine! Won't they be worried about you?,tudo bem! Eles não vão ficar preocupados com você?,,
ch_11_09,0x210c5,Kuon,medium,,Nngh...,Nnh...,,
ch_11_09,0x210cd,Kuon,high,risco:high,"My family is, ah... I suppose you could call them...\n","Minha família é, ã... acho que dá pra chamar de...\n",,
ch_11_09,0x21104,Kuon,low,,Lenient?,Tolerante?,,
ch_11_09,0x2110d,Haku,medium,,"Liar. If they were, you wouldn't be dreading the\n","Mentirosa. Se fossem, você não estaria temendo a\n",,
ch_11_09,0x21140,Haku,low,amostra,scolding they're gonna give you.,bronca que vão te dar.,,
ch_11_09,0x21161,Kuon,medium,,"I-It's true! They told me I should go where I like,\n",É-É verdade! Me disseram pra eu ir aonde quiser\n,,
ch_11_09,0x21197,Kuon,low,,and do what I want.,e fazer o que eu quiser.,,
ch_11_09,0x211ab,Kuon,high,risco:high,One can only live free of responsibilities while one\n,Só dá pra viver livre de responsabilidades enquanto se\n,,
ch_11_09,0x211e2,Kuon,low,amostra,"is still young, so I'm seizing the day!","é jovem, então estou aproveitando o dia!",,
ch_11_09,0x2120a,Kuon,medium,,"It comes with dangers, of course--you can be left to\n","Vem com perigos, claro--você pode acabar\n",,
ch_11_09,0x21241,Kuon,low,,"die helpless, disgraced, far away from home...","morrendo desamparada, desonrada, longe de casa...",,
ch_11_09,0x21270,Kuon,medium,,But that's the trade-off that comes with freedom...\n,Mas esse é o preço que vem com a liberdade...\n,,
ch_11_09,0x212a6,Kuon,low,,Or so they said.,Ou foi o que disseram.,,
ch_11_09,0x212b7,Kuon,high,risco:high,How should I put it? My family... values autonomy.\n,Como eu diria? Minha família... valoriza a autonomia.\n,,
ch_11_09,0x212ec,Kuon,low,,Independence.,Independência.,,
ch_11_09,0x212fa,Haku,medium,,You'd think there'd be a rational limit to what\n,Você pensaria que tem um limite racional pro que\n,,
ch_11_09,0x2132c,Haku,low,,"counts as ""independence""...","conta como ""independência""...",,
ch_11_09,0x21348,Kuon,medium,,But enough of all that! Eat up. You'll need your\n,Mas chega disso! Come. Você vai precisar de\n,,
ch_11_09,0x2137b,Kuon,low,,strength for work tomorrow.,energia pro trabalho amanhã.,,
ch_11_09,0x21397,Haku,low,,Wh-What?,Q-Quê?,,
ch_11_09,0x213a0,Haku,medium,,"We're working... tomorrow, too...?",A gente vai trabalhar... amanhã também...?,,
ch_11_09,0x213c3,Kuon,low,,"Ah, let's see. Next I'll try... this, then this,\n","Ah, deixa ver. Agora eu provo... este, depois este,\n",,
ch_11_09,0x213f6,Kuon,low,,and then...,e depois...,,
ch_11_09,0x21402,Haku,medium,,You're STILL eating!?,Você AINDA tá comendo!?,,
ch_11_09,0x21418,Haku,medium,,"Somehow, Kuon managed to put a whole new amamunii\n","De algum jeito, a Kuon montou um amamunii inteiro novo\n",,
ch_11_09,0x2144c,Haku,low,,together while I was distracted. She eats eagerly.,enquanto eu me distraía. Ela come com gosto.,,
ch_11_09,0x2147f,Kuon,low,identico-fonte,Mmf!,Mmf!,,
ch_11_09,0x21484,Haku,medium,,I'll give her this--the girl really likes her food.,Tenho que admitir uma coisa--a garota gosta mesmo de comer.,,
ch_11_10,0x22595,Haku,medium,,Urp...,Buerp...,,
ch_11_10,0x2259c,Haku,medium,,Blurgh. I ate way too much. I feel like food's gonna\n,Bleh. Comi demais. Sinto que a comida vai\n,,
ch_11_10,0x225d3,Haku,low,,come out the wrong way if I open my mouth...,voltar pelo caminho errado se eu abrir a boca...,,
ch_11_10,0x22600,Haku,low,,"As I lie down rubbing my stomach, Kuon digs through\n","Enquanto deito esfregando a barriga, a Kuon vasculha\n",,
ch_11_10,0x22636,Haku,low,,"her bags, searching for something.","as bolsas dela, procurando alguma coisa.",,
ch_11_10,0x22659,Haku,medium,,How can she still move around like that? She ate\n,Como ela ainda consegue se mexer assim? Ela comeu\n,,
ch_11_10,0x2268c,Haku,low,,more than double her own body weight...,mais que o dobro do próprio peso...,,
ch_11_10,0x226b4,Haku,medium,,She REALLY doesn't look like she eats as much as she\n,Ela REALMENTE não parece comer tudo o que\n,,
ch_11_10,0x226eb,Haku,low,,"does. Where does it all go, with that figure?","come. Onde será que tudo vai parar, com aquela silhueta?",,
ch_11_10,0x22719,Kuon,medium,,Hmmhmm...,Hummhumm...,,
ch_11_10,0x22723,Haku,low,,What are you doing?,O que você tá fazendo?,,
ch_11_10,0x22737,Haku,low,,"She seems to be in a good mood, humming to herself\n","Ela parece estar de bom humor, cantarolando\n",,
ch_11_10,0x2276c,Haku,low,,happily.,feliz.,,
ch_11_10,0x22775,Kuon,medium,,"Eh heh heh. Getting ready to take a bath, of course.","Eheheh. Me preparando pra um banho, é claro.",,
ch_11_10,0x227aa,Kuon,low,amostra,"I've just been wiping down for the past few days,\n","Faz uns dias que só venho me limpando com pano,\n",,
ch_11_10,0x227de,Kuon,low,,"so as long as we have baths, I'm taking advantage.","então já que tem banho, vou aproveitar.",,
ch_11_10,0x22811,Haku,low,,Kuon has a dreamy look on her face...,A Kuon fica com um olhar sonhador...,,
ch_11_10,0x22837,Haku,low,amostra,"A bath, huh? You can't get a proper one on the road,\n","Um banho, né? Na estrada não dá pra ter um decente,\n",,
ch_11_10,0x2286e,Haku,low,,that's for sure.,isso é certo.,,
ch_11_10,0x2287f,Kuon,medium,,"It's too bad we can't soak, but a bath's a bath.","É uma pena não dar pra mergulhar, mas banho é banho.",,
ch_11_10,0x228b0,Haku,low,,"Huh? It's a bath, but you can't soak in it?","Hein? É banho, mas não dá pra mergulhar nele?",,
ch_11_10,0x228dc,Kuon,medium,,"Oh, they're steam baths! They're much more common\n","Ah, são banhos a vapor! São muito mais comuns\n",,
ch_11_10,0x22910,Kuon,low,,than baths with running water around here.,que banhos de água corrente por aqui.,,
ch_11_10,0x2293b,Haku,low,,"Ah, I see.","Ah, saquei.",,
ch_11_10,0x22946,Haku,low,,"No hot tubs, then... I'd prefer a good soak, but a\n","Sem banheira, então... Eu preferia um bom mergulho, mas\n",,
ch_11_10,0x2297b,Haku,low,,steam bath still sounds pretty good right now.,um banho a vapor já soa bem bom agora.,,
