offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD075.DAT:12:384,AREAD075.DAT,12,384,        [05][02]TARGET FISH[06][01]        River Spot 1[02][07],46,
AREAD075.DAT:12:385,AREAD075.DAT,12,385,        [05][02]TARGET FISH[06][01]        River Spot 2[02][07],46,
AREAD075.DAT:12:386,AREAD075.DAT,12,386,        [05][02]TARGET FISH[06][01]        River Spot 3[02][07],46,
AREAD075.DAT:12:387,AREAD075.DAT,12,387,        [05][02]TARGET FISH[06][01]        Ocean Spot 1[02][07],46,
AREAD075.DAT:12:388,AREAD075.DAT,12,388,        [05][02]TARGET FISH[06][01]        Ocean Spot 3[02][07],46,
AREAD075.DAT:12:389,AREAD075.DAT,12,389,        [05][02]TARGET FISH[06][01]        Ocean Spot 3[02][07],46,
AREAD075.DAT:12:390,AREAD075.DAT,12,390,        [05][02]TARGET FISH[06][01]        Lake Spot 1[02][07],45,
AREAD075.DAT:12:391,AREAD075.DAT,12,391,        [05][02]TARGET FISH[06][01]        Lake Spot 2[02][07],45,
AREAD075.DAT:12:392,AREAD075.DAT,12,392,        [05][02]TARGET FISH[06][01]        Lake Spot 3[02][07],45,
AREAD075.DAT:12:393,AREAD075.DAT,12,393,        [05][02]TARGET FISH[06][01]        Chamba Spot[02][07],45,
AREAD075.DAT:12:394,AREAD075.DAT,12,394,        [05][02]TARGET FISH[06][01]       Saldine Spot[02][07],45,
AREAD075.DAT:12:395,AREAD075.DAT,12,395,        [05][02]TARGET FISH[06][01]        Ocean Spot 2[02][07],46,
AREAD076.DAT:8:2,AREAD076.DAT,8,2,"[0C][02][14][01][01]""Marlok again...How[01]many trips does that[01]make this month?[02]I don't think I've[01]seen anyone who[01]cares about making[02]a profit as much[01]as he does!""",147,
AREAD076.DAT:8:3,AREAD076.DAT,8,3,"[0C][06][14][82]B""Tell me about it![02]Just look at the size[01]of those crates he's[01]bringing in!""",81,
AREAD076.DAT:8:4,AREAD076.DAT,8,4,"[0C][02][14][01][01]""Yeah, well, I[01]suppose you have to[01]be like that to make[02]the kind of deals he[01]does...[02]We're on opposite[01]sides, remember?""",126,
AREAD076.DAT:8:5,AREAD076.DAT,8,5,"[14][C1]@""It looks like[01]everything went[01]as planned.""",47,[14][C1]
AREAD076.DAT:8:6,AREAD076.DAT,8,6,"[0C][02][14][03][03]""Yep...[0B][02]Now that we've come[01]this far, there's no[02]way we're going back[01]without Elina!""",92,
AREAD076.DAT:8:7,AREAD076.DAT,8,7,"[0C][02][14][03][03]""...[0B]...[0B]Looks like[01]the coast is clear.""",46,
AREAD076.DAT:8:8,AREAD076.DAT,8,8,"[14][04][04]""Hey--[0B]is this your[01]sandflier?""[12]",36,[14][04]
AREAD076.DAT:8:9,AREAD076.DAT,8,9,"[14][04][04]""Hey--[0B]is this your[01]sandflier?""[12]",36,[14][04]
AREAD076.DAT:8:10,AREAD076.DAT,8,10,"[14][04][04]""Hey--[0B]is this your[01]sandflier?""[12]",36,[14][04]
AREAD076.DAT:8:11,AREAD076.DAT,8,11,"[14][04][04]""Hey--[0B]is this your[01]sandflier?""[12]",36,[14][04]
AREAD076.DAT:8:12,AREAD076.DAT,8,12,"[14][04][04]""Oh...[02]I wonder whose it is[01]then...""",40,[14][04]
AREAD076.DAT:8:13,AREAD076.DAT,8,13,"[14][04][04]""Really?[0B] Look, I need[01]to get to [05][02]Shikk[06].[02]Think you could take[01]me?""",72,[14][04]
AREAD076.DAT:8:14,AREAD076.DAT,8,14,"[14][04][04]""I need to get to[01]Hesperia, but the[02]Causeway's not[01]working, right?""",71,[14][04]
AREAD076.DAT:8:15,AREAD076.DAT,8,15,"[14][04][04]""I hear there's[01]like a big lake or[01]something near[02]Shikk that goes all[01]the way to the[01]western continent.[02]So I figure if I can[01]get to Shikk,[02]I should be able to[01]get to Hesperia[01]one way or another.[02]So, what do you say?[01]Will you take me[01]there?""[12][01][0C][82]Yes[01]No",254,[14][04]
AREAD076.DAT:8:16,AREAD076.DAT,8,16,"[14][04][04]""Really? Thanks a[01]lot!""",27,[14][04]
AREAD076.DAT:8:17,AREAD076.DAT,8,17,"[14][04][04]""Shikk is to the[01]northeast of here...[02]On the other side of[01]the Great Desert.""",81,[14][04]
AREAD076.DAT:8:18,AREAD076.DAT,8,18,"[14][04][04]""C'mon...I'll give[01]you something for[01]your trouble...""[12][02][0C][82]OK[01]No",66,[14][04]
AREAD076.DAT:8:19,AREAD076.DAT,8,19,"[14][04][04]""It's just to the[01]other side of the[01]desert...""[12][03][0C][82]OK[01]No",59,[14][04]
AREAD076.DAT:8:20,AREAD076.DAT,8,20,"[14][04][04]""I won't make any[01]noise or bother you,[01]OK?""[12][04][0C][82]OK[01]No",56,[14][04]
AREAD076.DAT:8:21,AREAD076.DAT,8,21,"[14][04][04]""Oh, come on...[01]Please?""[12][05][0C][82]OK[01]No",37,[14][04]
AREAD076.DAT:8:22,AREAD076.DAT,8,22,"[14][04][04]""C'mon--I'm begging[01]you!""[12][06][0C][82]OK[01]No",38,[14][04]
AREAD076.DAT:8:23,AREAD076.DAT,8,23,"[14][04][04]""Be a sport and give[01]me a ride-p[0B]l[0B]e[0B]a[0B]s[0B]e?""[12][07][0C][82]OK[01]No",57,[14][04]
AREAD076.DAT:8:24,AREAD076.DAT,8,24,"[14][04][04]""Fine then! Forget[01]it! I'm sorry I even[01]asked!""",51,[14][04]
AREAD076.DAT:8:25,AREAD076.DAT,8,25,"[14][04][04]""You mean you changed[01]your mind? You'll[01]give me a ride?""[12][01][0C][82]Yes[01]No",70,[14][04]
AREAD076.DAT:8:26,AREAD076.DAT,8,26,"[14][85][05]""What!?""",12,[14][85]
AREAD076.DAT:8:27,AREAD076.DAT,8,27,"[14][85][05]""You mean it was you[01]who snuck into the[02]Causeway and[01]started the big[01]fight there!?""",87,[14][85]
AREAD076.DAT:8:28,AREAD076.DAT,8,28,"[14][05][05]""You didn't stop to[01]think what effect[02]that might have on[01]the gateway device,[01]did you?[02][14][06][06]""I don't know what[01]to say...""",122,[14][05]
AREAD076.DAT:8:29,AREAD076.DAT,8,29,"[14][85][05]""Huh? Who's there!?""",24,[14][85]
AREAD076.DAT:8:30,AREAD076.DAT,8,30,Where do you want to go[01]in the sandflier?[12][08][0C][93]Shyde[01]Outside of town[01]Never mind,78,
AREAD076.DAT:8:31,AREAD076.DAT,8,31,Where do you want to go[01]in the sandflier?[12][08][0C][93]Shyde[01]Outside of town[01]Never mind,78,
AREAD076.DAT:8:32,AREAD076.DAT,8,32,Where do you want to go[01]in the sandflier?[12][09][0C][94]Shikk Region[01]Shyde[01]Outside of town[01]Never mind,91,
AREAD076.DAT:8:33,AREAD076.DAT,8,33,"""The sandflier you came in[01]on? Oh, it's long gone.[02]Looks like you're stuck[01]here for a while, eh?""",98,
AREAD077.DAT:10:6,AREAD077.DAT,10,6,"[0C][04][14][81]A""I thought you'd show[01]up if we called to[01]you here.[02]You're the dragons[01]that watch over this[01]world, right?""",111,
AREAD077.DAT:10:7,AREAD077.DAT,10,7,"[0C][02][14][02][02]""Indeed, young[01]dragon.[02]Thou hath already met[01]us.[02][14][03][03]I...am P'ung Ryong.[01][14][02][02]The Wind Dragon.""",98,
AREAD077.DAT:10:8,AREAD077.DAT,10,8,"[0C][04][14][81]A""As you probably[01]already know,[02]I called you here[01]so we could talk[01]about [04]",79,
AREAD077.DAT:10:9,AREAD077.DAT,10,9,"[0C][03][14][04][04]""The Yorae Dragon...[01]He whose role is not[01]yet set.""",57,
AREAD077.DAT:10:10,AREAD077.DAT,10,10,"[0C][04][14][81]A""As you know, [04]",21,
AREAD077.DAT:10:11,AREAD077.DAT,10,11,"[0C][04][14][81]A""I'd like you to[01]share your power[01]with him...[02]If he is able to gain[01]the powers of the[01]ancient dragons,[02]then maybe [04]",121,
AREAD077.DAT:10:12,AREAD077.DAT,10,12,"[14][05][05]""Whilst we do not[01]seek to see thee[02]fail in thine[01]endeavor, Deis,[01]know this...[02]Thou who art without[01]form of thine own...""",124,[14][05]
AREAD077.DAT:10:13,AREAD077.DAT,10,13,"[14][06][06]""As thou art aware,[01]the other half of[01]the Yorae Dragon[02]be the First[01]Emperor of the[01]Fou Empire, [04][06].""",103,[14][06]
AREAD077.DAT:10:14,AREAD077.DAT,10,14,"[14][07][07]""Already, he hath[01]awakened.""",32,[14][07]
AREAD077.DAT:10:16,AREAD077.DAT,10,16,"[0C][04][14][81]A""What do you mean he[01]can't escape it!?[02]We don't want him to[01]join with his other[01]half![02]That's why we called[01]you--[02]to help us prevent[01]that from happening!""",159,
AREAD077.DAT:10:17,AREAD077.DAT,10,17,"[0C][04][14][88]H""Um...This might be[01]a stupid question,[01]but...[02]Why do you want to[01]prevent [04]",80,
AREAD077.DAT:10:18,AREAD077.DAT,10,18,"[0C][04][14][01][01]""...Listen, dear.[02]You remember what the[01]Abbess in Chek told[02]you about the[01]'[05][02]pillars of light[06]' and[01]all, right?""",118,
AREAD077.DAT:10:19,AREAD077.DAT,10,19,"[0C][04][14][01][01]""Think about it for[01]a second...[02]Here, we've got[01][04]",55,
AREAD077.DAT:10:20,AREAD077.DAT,10,20,"[0C][04][14][09][08]""You mean...If they[01]merge, [04]",34,
AREAD077.DAT:10:21,AREAD077.DAT,10,21,"[14][02][02]""Hear us, Deis.[02]We who watcheth over[01]this sphere must e'er[01]strive to maintain[02]a position of[01]neutrality.[02]It matters not which[01]becometh a god, does[01]it not?""",158,[14][02]
AREAD077.DAT:10:22,AREAD077.DAT,10,22,"[0C][04][14][81]A""It matters a lot[01]to me![02]Once he becomes a[01]full god, I need[02][04]",67,
AREAD077.DAT:10:23,AREAD077.DAT,10,23,"[14][02][02]""Thou wouldst use a[01]god's power for thine[01]own benefit?""",59,[14][02]
AREAD077.DAT:10:24,AREAD077.DAT,10,24,"[0C][04][14][81]A""And how are the[01]people in this world[01]any different!?[02]They yank us from[01]our worlds and make[01]us into their gods![02]They make us work[01]for their benefit!""",155,
AREAD077.DAT:10:25,AREAD077.DAT,10,25,"[0C][04][14][80]@""Are you trying to[01]tell me I should stay[01]like this,[02]in this borrowed[01]body, forever!?""",91,
AREAD077.DAT:10:26,AREAD077.DAT,10,26,"[0C][02][14][02][02]""Thou sayest thou[01]shall return to thine[01]own world, Deis...""",65,
AREAD077.DAT:10:27,AREAD077.DAT,10,27,"[0C][03][14][04][04]""Thou sayeth this[01]as thou knowest not[01]our way...[02]Once we hath served[01]our purpose,[02]once our time as[01]gods hath passed,[02]we become as you see[01]us now--dragons.""",161,
AREAD077.DAT:10:28,AREAD077.DAT,10,28,"[0C][04][14][05][05]""And thus do we watch[01]over the world. 'Tis[01]our fate...[02]And thine.""",72,
AREAD077.DAT:10:29,AREAD077.DAT,10,29,"[0C][02][14][80]@""Fate![0B] You keep[01]using that word![02]Is that all you can[01]talk about!?[02]Look, are you going[01]to help us or not!?""",113,
AREAD077.DAT:10:30,AREAD077.DAT,10,30,"[0C][02][14][80]@""In case you've[01]forgotten, unlike[01]you,[02]neither I nor [04]",60,
AREAD077.DAT:10:31,AREAD077.DAT,10,31,"[0C][03][14][06][06]""Verily, thou art[01]imperfect.""",35,
AREAD077.DAT:10:32,AREAD077.DAT,10,32,"[0C][02][14][07][07]""It be both in our[01]power and nature to[01]succor thee.[02]However...""",69,
AREAD077.DAT:10:33,AREAD077.DAT,10,33,"[0C][03][14][04][04]""The Yorae Dragon...[01][04]",28,
AREAD077.DAT:10:34,AREAD077.DAT,10,34,"[0C][04][14][05][05]""Before that destiny[01]be fulfilled,[02]seek thee our [05][02]true[01]selves[06] that thee[02]might gain our[01]power.""",102,
AREAD077.DAT:10:35,AREAD077.DAT,10,35,"[0C][04][14][88]H""Um...[0B]Where can we[01]find you all?""",40,
AREAD077.DAT:10:36,AREAD077.DAT,10,36,"[0C][04][14][05][05]""Once before have we[01]met, in the barren[01]sands.[02]I regret any harm I[01]may have caused thee[01]then.""",100,
AREAD077.DAT:10:37,AREAD077.DAT,10,37,"[0C][03][14][04][04]""We live within and[01]throughout the world.[01][02]Seek us out that[01]thee might have[01]our strength.""",96,
AREAD077.DAT:10:38,AREAD077.DAT,10,38,"[0C][02][14][02][02]""When [04]",13,
AREAD077.DAT:10:39,AREAD077.DAT,10,39,"[0C][02][14][80]@""Just tell me one[01]thing...[02]When you were all[01]brought here,[02]didn't any of you[01]think about trying[01]to get back home?""",120,
AREAD077.DAT:10:40,AREAD077.DAT,10,40,"[0C][02][14][02][02]""One cannot swim[01]against the river[01]of fate, Deis.[02]Come what may,[01]with [04]",77,
AREAD077.DAT:10:41,AREAD077.DAT,10,41,"[0C][02][14][80]@""Fate, huh?...[02]They make it sound[01]like they wanted to[01]come here...""",73,
AREAD077.DAT:10:42,AREAD077.DAT,10,42,"[0C][06][14][C1]@""Um, Deis? Why do you[01]want to return to[02]where you came from[01]so strongly?[02]Is it because you[01]don't like it here?[02][14][89]H...What about you,[01][04]",140,
AREAD077.DAT:10:44,AREAD077.DAT,10,44,"[0C][06][14][C1]@""I think...[02]I think I'd do my[01]best to help the[02]people of that[01]world.""",75,
AREAD077.DAT:10:47,AREAD077.DAT,10,47,"[0C][04][14][C4]@""I am [04][04],[01]of the Imperial[01]Army.[02]You are [04]",47,
AREAD077.DAT:10:48,AREAD077.DAT,10,48,"[0C][04][14][C4]@""We know you are the[01]one called the Yorae[01]Dragon.[02]You will come with[01]us.""",79,
AREAD077.DAT:10:49,AREAD077.DAT,10,49,"[0C][03][14][0A][09]""Looks like we[01]don't have much[01]of a choice...[02]Do we?""",59,
AREAD077.DAT:10:50,AREAD077.DAT,10,50,You are now able to draw[01]upon the Wind Dragon's[01]power![02]You learned:[01][05][02][09]F[04][06]!,76,
AREAD078.DAT:8:0,AREAD078.DAT,8,0,"[14][80]@""Who goes there!?""",22,[14][80]
AREAD078.DAT:8:1,AREAD078.DAT,8,1,"[14][80]@""Who goes there!?""",22,[14][80]
AREAD078.DAT:8:2,AREAD078.DAT,8,2,"[14][80]@""Who dares enter the[01]sacred resting place[01]of my master?""",60,[14][80]
AREAD078.DAT:8:3,AREAD078.DAT,8,3,"[14][80]@""Wait...Thou also[01]are one of The[01]Endless...?""",49,[14][80]
AREAD078.DAT:8:4,AREAD078.DAT,8,4,"[14][80]@""No matter! No one,[02]nay e'en though they[01]be brother to my[01]master,[02]may be allowed[01]entrance!""",95,[14][80]
AREAD078.DAT:8:5,AREAD078.DAT,8,5,Do you want to go up?[12],23,
AREAD078.DAT:8:6,AREAD078.DAT,8,6,Do you want to go down?[12][01][0C][82]Yes[01]No,34,
AREAD078.DAT:8:7,AREAD078.DAT,8,7,"Ye who wouldst walk the[01]path, seek ye first the[01]key",52,
AREAD078.DAT:8:11,AREAD078.DAT,8,11,Where do you want to go?[12][02][0C][93]Move ahead[01]Go up[01]Never mind,56,
AREAD078.DAT:8:12,AREAD078.DAT,8,12,Where do you want to go?[12][02][0C][93]Move ahead[01]Go up[01]Never mind,56,
AREAD078.DAT:8:13,AREAD078.DAT,8,13,What do you want to do?[12][03][0C][92]Go to Emperor's Tomb[01]Never mind,59,
AREAD078.DAT:8:16,AREAD078.DAT,8,16,"[10][02]Standing in front of a[01][05][02]switch[06] causes the floor to[01]light up.[02]You can push a cube forward[01]by pressing the ~ button,[02]and push it back by[01]pressing the [7F] button.[02]Line three blocks of the[01]same color up to create[01]a path.",219,
AREAD078.DAT:8:18,AREAD078.DAT,8,18,Beware the [05][02]Red Eye[06]...,25,
AREAD093.DAT:8:2,AREAD093.DAT,8,2,"[14][C1]@""You mean, if we[01]follow this, we can[01]get to the mainland?[02][14][81]ARight, Poko?""",78,[14][C1]
AREAD093.DAT:8:7,AREAD093.DAT,8,7,"[14][02][02]""Heh heh...[02]She says we will be[01]in a great deal of[02]trouble should the[01]sun go down before[01]we reach land.""",108,[14][02]
AREAD093.DAT:8:8,AREAD093.DAT,8,8,"[14][03][01]""Uh-oh! It's getting[01]dark!""",31,[14][03]
AREAD093.DAT:8:9,AREAD093.DAT,8,9,"[14][04][03]""This isn't good...[01]It's getting dark.""",43,[14][04]
AREAD093.DAT:8:10,AREAD093.DAT,8,10,"[14][05][04]""Looks like we'd[01]better hurry.""",35,[14][05]
AREAD093.DAT:8:14,AREAD093.DAT,8,14,"[0C][02][14][87]A""Hmmm...""[02][14][C1]@""Looks like this is[01]as far as we can get[01]today.""",67,
AREAD093.DAT:8:15,AREAD093.DAT,8,15,"[0C][02][14][C2]@""Drat! It's too dark[01]to even see the path.[02]Guess we're stuck[01]here until morning.""",87,
AREAD093.DAT:8:16,AREAD093.DAT,8,16,"[0C][02][14][C4]@""It's too dark. We[01]should stop here and[01]wait until morning.""",66,
AREAD093.DAT:8:17,AREAD093.DAT,8,17,"[0C][02][14][C5]@""[04][05] tells me...""[02][14][86]E""It's too dark to[01]continue--looks like[01]we're stuck here.""",83,
AREAD093.DAT:8:18,AREAD093.DAT,8,18,"[14][85]D""I wonder how much[01]further we have to[01]go?""",46,[14][85]
AREAD093.DAT:8:19,AREAD093.DAT,8,19,"[14][C2]@""We can't afford[01]to waste our time[02]sitting around like[01]this!""",65,[14][C2]
AREAD093.DAT:8:21,AREAD093.DAT,8,21,"[14][C2]@""I guess you're[01]right...""",29,[14][C2]
AREAD093.DAT:8:22,AREAD093.DAT,8,22,"[0C][06][14][88]A""[04][02]...[0B]The[01]road!!""",24,
AREAD093.DAT:8:24,AREAD093.DAT,8,24,"[0C][05][14][09][04]""We shouldn't have[01]stopped![02]We should've kept[01]going through the[01]night,[02]no matter how risky[01]it was!""",105,
AREAD093.DAT:8:25,AREAD093.DAT,8,25,"[0C][06][14][8A]A""I'm sorry, [04][02].[01]It's my fault...[02]If I hadn't suggested[01]we rest for the[01]night...""",86,
AREAD093.DAT:8:28,AREAD093.DAT,8,28,"[0C][06][14][C1]@""C-come on! Let's[01]do as she says!""",40,
AREAD093.DAT:8:31,AREAD093.DAT,8,31,"[0C][05][14][C4]@""Judging by the lay[01]of the land, I'd say[02]this is where the[01]flats connect to the[01]mainland.""",96,
AREAD093.DAT:8:32,AREAD093.DAT,8,32,"[0C][05][14][C4]@""It's no use...[02]We can't go this way[01]either.""",51,
AREAD093.DAT:8:33,AREAD093.DAT,8,33,"[14][C1]@""You mean...""",17,[14][C1]
AREAD093.DAT:8:34,AREAD093.DAT,8,34,"[0C][05][14][04][03]""Until the tide[01]changes and the flats[01]reappear...[02]We're stuck here.""",74,
AREAD093.DAT:8:35,AREAD093.DAT,8,35,"[14][05][04]""How can you be so[01]calm!?""",30,[14][05]
AREAD093.DAT:8:38,AREAD093.DAT,8,38,"[14][86]E""Chill out, [04][02]![02]We'll get out of[01]here--you can count[01]on it.[02]Remember, [04]",75,[14][86]
AREAD093.DAT:8:39,AREAD093.DAT,8,39,"[14][86]E""At the very least,[01][04]",25,[14][86]
AREAD093.DAT:8:40,AREAD093.DAT,8,40,"[14][07][01]""Oh...[0B]Good morning,[01][04]",26,[14][07]
AREAD093.DAT:8:41,AREAD093.DAT,8,41,"[14][05][04]""...[0B]...[0B]...""",17,[14][05]
AREAD093.DAT:8:42,AREAD093.DAT,8,42,"[14][07][01]""Well, we weren't[01]exactly expecting[02]something like this[01]to happen, but...[02][14][01][01]I'm sure everything[01]will work out in the[01]end.""",127,[14][07]
AREAD093.DAT:8:47,AREAD093.DAT,8,47,"[14][C1]@""Are you going off[01]to explore the[01]island?[02]I hope you don't mind[01]if I come with you!""",88,[14][C1]
AREAD093.DAT:8:49,AREAD093.DAT,8,49,"[0C][06][14][85]D""Uh...[0B]Hey...[0B]I...""",25,
AREAD093.DAT:8:50,AREAD093.DAT,8,50,"[0C][05][14][04][03]""Calm down![02]Get a hold of[01]yourself.""",42,
AREAD093.DAT:8:51,AREAD093.DAT,8,51,"[0C][05][14][04][03]""You're supposed to[01]be the leader of this[02]little expedition,[01]aren't you!?""[02][14][0D][08]...[0B]...[0B]...""",96,
AREAD093.DAT:8:52,AREAD093.DAT,8,52,"[0C][03][14][C3]@""Pukapuka...""",19,
AREAD093.DAT:8:53,AREAD093.DAT,8,53,"[0C][03][14][86]E""Remember what the[01]Pabpab said?[02]Pukapuka...What will[01]be, will be...[02]That's a good lesson[01]to learn, pretty[01]kitty...""[02][14][C5]@""Indeed.""",134,
AREAD093.DAT:8:55,AREAD093.DAT,8,55,"[0C][02][14][C1]@""We were just talking[01]about going to look[01]for some food.""",63,
AREAD093.DAT:8:57,AREAD093.DAT,8,57,"[14][06][05]""Well, I suppose[01]there are a lot worse[01]places to get stuck.""[02][14]E",67,[14][06]
AREAD093.DAT:8:59,AREAD093.DAT,8,59,"[14][0E][01]""I guess this means[01]you can fish around[01]here...Right?""",58,[14][0E]
AREAD093.DAT:8:60,AREAD093.DAT,8,60,"[0C][05][14][01][01]""Were you able to[01]catch anything,[01][04]",41,
AREAD093.DAT:8:61,AREAD093.DAT,8,61,"[0C][05][14][07][01]""Well, that means we[01]don't have to worry[01]about food then.""",64,
AREAD093.DAT:8:62,AREAD093.DAT,8,62,"[0C][05][14][01][01]""We should go back[01]and tell everyone[01]what we found.""",58,
AREAD093.DAT:8:64,AREAD093.DAT,8,64,"[0C][05][14][07][01]""OK...[02][14]A",15,
AREAD093.DAT:8:66,AREAD093.DAT,8,66,"[0C][05][14][01][01]""Good luck, [04]",19,
AREAD093.DAT:8:78,AREAD093.DAT,8,78,"[0C][06][14][C2]@""That's good...[02]I'm sorry, [04][01].[01]I don't know what[01]happened...[02]It's just...When I[01]thought we were[01]trapped here,[02]I just...I don't[01]know, I panicked...""",153,
AREAD093.DAT:8:79,AREAD093.DAT,8,79,"[0C][05][14][01][01]""Don't worry, [04][02].[01]We just have to be[01]patient, that's all.""",64,
AREAD093.DAT:8:81,AREAD093.DAT,8,81,"[0C][06][14][01][01]""[04][02], we're going[01]fishing. We'll be[01]back soon!""",52,
AREAD093.DAT:8:82,AREAD093.DAT,8,82,"[14][05][04]""What will be, will[01]be, huh?...[0B]...""",40,[14][05]
AREAD093.DAT:8:87,AREAD093.DAT,8,87,"[14][07][01]""What happened,[01][04]",21,[14][07]
AREAD093.DAT:8:90,AREAD093.DAT,8,90,"[14][87]A""I always figured[01]they would get[01]married someday...[02][14][81]AHe's been like a[01]brother to me...""",93,[14][87]
AREAD093.DAT:8:91,AREAD093.DAT,8,91,"[14][C1]@""I think maybe...I[01]look up to him more[01]than love him...""",60,[14][C1]
AREAD093.DAT:8:92,AREAD093.DAT,8,92,"[14][C1]@""I mean, he's[01]strong...[02]There's nothing he[01]can't do...He's[01]funny...""",72,[14][C1]
AREAD093.DAT:8:101,AREAD093.DAT,8,101,"[14][0F][04]""Hey! Look! The[01]tide...!""",29,[14][0F]
AREAD093.DAT:8:102,AREAD093.DAT,8,102,"[14][C1]@""It looks like it's[01]going out.[02]Let's go see!""",49,[14][C1]
AREAD093.DAT:8:106,AREAD093.DAT,8,106,"[14][06][05]""See? I told you we[01]just had to be[01]patient.""[02][14]E",51,[14][06]
AREAD093.DAT:8:110,AREAD093.DAT,8,110,You can rest here.[12],20,
AREAD093.DAT:8:111,AREAD093.DAT,8,111,It's empty.,12,
AREAD093.DAT:8:113,AREAD093.DAT,8,113,Keep our fishing spots[01]clean! Remember to pick[01]up your trash!,62,
AREAD093.DAT:8:114,AREAD093.DAT,8,114,You can rest here.[12][8B][0C][93]Rest[01]Diary[01]Never mind,44,
AREAD104.DAT:8:0,AREAD104.DAT,8,0,"[14][80]@""The mountain over[01]there's started[01]smokin'...[02]Looks like it might[01]be makin' ready t'[01]blow...""",97,[14][80]
AREAD104.DAT:8:1,AREAD104.DAT,8,1,"[14][80]@""The mountain over[01]there's started[01]smokin'...[02]Looks like it might[01]be makin' ready t'[01]blow...""",97,[14][80]
AREAD104.DAT:8:2,AREAD104.DAT,8,2,"[14][C6]@""...[0B]A god, eh?""",20,[14][C6]
AREAD104.DAT:8:3,AREAD104.DAT,8,3,"[0C][06][14][C6]@""Thou are the one[01]that claimeth to be[01]a god?""",51,
AREAD104.DAT:8:4,AREAD104.DAT,8,4,"[0C][05][14][01][01]""Me god. Who you,[01]tiny man?""",34,
AREAD104.DAT:8:5,AREAD104.DAT,8,5,"[0C][06][14][C6]@""Thou art not a god.[02][14][82]BThou art but a mere[01]shadow...Something[01]that hath drunk of[02]the dregs of the[01]power of gods and[01]believe that doing[02]so maketh you a[01]god yourself.[02]Thou hast been[01]affected by our[02]and the others'[01]power, that is[01]all.""",239,
AREAD104.DAT:8:6,AREAD104.DAT,8,6,"[0C][05][14][01][01]""Me not understand[01]puny man. Puny man[01]talk funny.[02]Does puny man think[01]me stupid?""",87,
AREAD104.DAT:8:7,AREAD104.DAT,8,7,"[0C][06][14][83]C""Perhaps...Perhaps[01]the world needeth[01]not gods?[02]What sayest thou?""",71,
AREAD104.DAT:8:8,AREAD104.DAT,8,8,"[0C][05][14][01][01]""Puny man not making[01]sense. Me not[01]understand puny man.[02]Me kill puny man.""",80,
AREAD104.DAT:8:9,AREAD104.DAT,8,9,"[14][C6]@""The Endless are[01]summoned to this[01]sphere...[02]This changeth the[01]very balance of[01]Nature herself,[02]flooding the world[01]with energies both[02]powerful and[01]dangerous,[02]and doth cause[01]those beings easily[01]influenced by it[02]to think themselves[01]gods...""",240,[14][C6]
AREAD104.DAT:8:10,AREAD104.DAT,8,10,"[14][02][02]""What then do mortals[01]thinketh?""",36,[14][02]
AREAD104.DAT:8:11,AREAD104.DAT,8,11,"[14][84]D""Wha...[0B]You![02]What did you do!?""",35,[14][84]
AREAD104.DAT:8:12,AREAD104.DAT,8,12,"[14][84]D""What'd you do[01]to t'god o' the[01]mountain!?""",46,[14][84]
AREAD104.DAT:8:13,AREAD104.DAT,8,13,"[14][84]D""Normal folks don't[01]be going around,[02]doin' stuff like[01]that...[02]Who are ya? No--[01]what are ya?""",96,[14][84]
AREAD105.DAT:8:0,AREAD105.DAT,8,0,"[14][80]@""The mountain over[01]there's started[01]smokin'...[02]Looks like it might[01]be makin' ready t'[01]blow...""",97,[14][80]
AREAD105.DAT:8:1,AREAD105.DAT,8,1,"[14][80]@""The mountain over[01]there's started[01]smokin'...[02]Looks like it might[01]be makin' ready t'[01]blow...""",97,[14][80]
AREAD105.DAT:8:2,AREAD105.DAT,8,2,"[14][C6]@""...[0B]A god, eh?""",20,[14][C6]
AREAD105.DAT:8:3,AREAD105.DAT,8,3,"[0C][06][14][C6]@""Thou are the one[01]that claimeth to be[01]a god?""",51,
AREAD105.DAT:8:4,AREAD105.DAT,8,4,"[0C][05][14][01][01]""Me god. Who you,[01]tiny man?""",34,
AREAD105.DAT:8:5,AREAD105.DAT,8,5,"[0C][06][14][C6]@""Thou art not a god.[02][14][82]BThou art but a mere[01]shadow...Something[01]that hath drunk of[02]the dregs of the[01]power of gods and[01]believe that doing[02]so maketh you a[01]god yourself.[02]Thou hast been[01]affected by our[02]and the others'[01]power, that is[01]all.""",239,
AREAD105.DAT:8:6,AREAD105.DAT,8,6,"[0C][05][14][01][01]""Me not understand[01]puny man. Puny man[01]talk funny.[02]Does puny man think[01]me stupid?""",87,
AREAD105.DAT:8:7,AREAD105.DAT,8,7,"[0C][06][14][83]C""Perhaps...Perhaps[01]the world needeth[01]not gods?[02]What sayest thou?""",71,
AREAD105.DAT:8:8,AREAD105.DAT,8,8,"[0C][05][14][01][01]""Puny man not making[01]sense. Me not[01]understand puny man.[02]Me kill puny man.""",80,
AREAD105.DAT:8:9,AREAD105.DAT,8,9,"[14][C6]@""The Endless are[01]summoned to this[01]sphere...[02]This changeth the[01]very balance of[01]Nature herself,[02]flooding the world[01]with energies both[02]powerful and[01]dangerous,[02]and doth cause[01]those beings easily[01]influenced by it[02]to think themselves[01]gods...""",240,[14][C6]
