term,category,target_translation,handling_rule,spoiler_level,aliases,notes,updated_date
Sub Info,UI,Info Adicional,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_KEYHELP_BTL_SUB_INFO). Texto de interface/menu do sistema.,2026-08-23
S-Break,UI,S-Break,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_KEYHELP_BTL_SBREAK). Texto de interface/menu do sistema.,2026-08-23
Help,UI,Ajuda,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_KEYHELP_BTL_HELP). Texto de interface/menu do sistema.,2026-08-23
Skip,UI,Pular,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_KEYHELP_SKIP). Texto de interface/menu do sistema.,2026-08-23
CP Up,UI,CP Aumentado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_CP_UP). Texto de interface/menu do sistema.,2026-08-23
EP Recovery,UI,Recuperação de EP,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_EP_RECOVER). Texto de interface/menu do sistema.,2026-08-23
Debug Mode Enabled,UI,Modo de Depuração Ativado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_DEBUG_TEXT). Texto de interface/menu do sistema.,2026-08-23
Arts List,UI,Lista de Arts,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_BTL_MEMBER_CHANGE_KEYHELP_ARTS_LIST). Texto de interface/menu do sistema.,2026-08-23
Crafts List,UI,Lista de Crafts,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_BTL_MEMBER_CHANGE_KEYHELP_CRAFT_LIST). Texto de interface/menu do sistema.,2026-08-23
Select Members,UI,Selecionar Membros,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_BTL_MEMBER_CHANGE_KEYHELP_SELECT). Texto de interface/menu do sistema.,2026-08-23
Swap,UI,Trocar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_BTL_MEMBER_CHANGE_KEYHELP_CHANGE). Texto de interface/menu do sistema.,2026-08-23
Remaining,UI,Restante,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_HUD_BTL_TIME_LIMIT_REMAIN). Texto de interface/menu do sistema.,2026-08-23
Info,UI,Info,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_TARGET_INFO_DETAIL). Texto de interface/menu do sistema.,2026-08-23
Follow-Up,UI,Perseguição,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_BRAVE_CHASE). Texto de interface/menu do sistema.,2026-08-23
Chain,UI,Combo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_BRAVE_RUSH). Texto de interface/menu do sistema.,2026-08-23
Burst,UI,Explosão,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_BRAVE_BURST). Texto de interface/menu do sistema.,2026-08-23
Full Burst,UI,Explosão Total,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_BRAVE_FULL_BURST). Texto de interface/menu do sistema.,2026-08-23
Item Drops,UI,Itens Dropados,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_DROP). Texto de interface/menu do sistema.,2026-08-23
Elemental Efficacy,UI,Eficácia Elemental,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_ATTR). Texto de interface/menu do sistema.,2026-08-23
Status Efficacy,UI,Eficácia de Status,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND). Texto de interface/menu do sistema.,2026-08-23
Camera Controls,UI,Controles de Câmera,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_KEHELP_ROTATE). Texto de interface/menu do sistema.,2026-08-23
Stat Debuff,UI,Redução de Atributo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_PARAM_DOWN). Texto de interface/menu do sistema.,2026-08-23
Delay,UI,Atraso,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_DELAY). Texto de interface/menu do sistema.,2026-08-23
Burn,UI,Queimadura,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_FIRE). Texto de interface/menu do sistema.,2026-08-23
Freeze,UI,Congelamento,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_FREEZE). Texto de interface/menu do sistema.,2026-08-23
Petrify,UI,Petrificação,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_STONE). Texto de interface/menu do sistema.,2026-08-23
Sleep,UI,Sono,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_SLEEP). Texto de interface/menu do sistema.,2026-08-23
Seal,UI,Selo de Craft,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_SEAL_CRAFT). Texto de interface/menu do sistema.,2026-08-23
Mute,UI,Silêncio,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_SEAL_ARTS). Texto de interface/menu do sistema.,2026-08-23
Poison,UI,Veneno,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_POISON). Texto de interface/menu do sistema.,2026-08-23
Blind,UI,Cegueira,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_DARKNESS). Texto de interface/menu do sistema.,2026-08-23
Confuse,UI,Confusão,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_CONFUSION). Texto de interface/menu do sistema.,2026-08-23
Deathblow,UI,Golpe Fatal,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_ENEMY_INFO_COND_DEATH). Texto de interface/menu do sistema.,2026-08-23
CRITICAL,UI,CRÍTICO,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_CRITICAL). Texto de interface/menu do sistema.,2026-08-23
OVERDRIVE,UI,OVERDRIVE,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_OVERDRIVE). Texto de interface/menu do sistema.,2026-08-23
STEAL BONUS,UI,BÔNUS DE ROUBO,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_STEAL_BONUS). Texto de interface/menu do sistema.,2026-08-23
MISS,UI,ERROU,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_MISS). Texto de interface/menu do sistema.,2026-08-23
STR UP,UI,STR ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_STR_UP). Texto de interface/menu do sistema.,2026-08-23
STR DOWN,UI,STR ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_STR_DOWN). Texto de interface/menu do sistema.,2026-08-23
DEF UP,UI,DEF ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_DEF_UP). Texto de interface/menu do sistema.,2026-08-23
DEF DOWN,UI,DEF ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_DEF_DOWN). Texto de interface/menu do sistema.,2026-08-23
ATS UP,UI,ATS ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_ATS_UP). Texto de interface/menu do sistema.,2026-08-23
ATS DOWN,UI,ATS ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_ATS_DOWN). Texto de interface/menu do sistema.,2026-08-23
ADF UP,UI,ADF ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_ADF_UP). Texto de interface/menu do sistema.,2026-08-23
ADF DOWN,UI,ADF ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_ADF_DOWN). Texto de interface/menu do sistema.,2026-08-23
SPD UP,UI,SPD ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_SPD_UP). Texto de interface/menu do sistema.,2026-08-23
SPD DOWN,UI,SPD ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_SPD_DOWN). Texto de interface/menu do sistema.,2026-08-23
MOV UP,UI,MOV ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_MOV_UP). Texto de interface/menu do sistema.,2026-08-23
MOV DOWN,UI,MOV ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_MOV_DOWN). Texto de interface/menu do sistema.,2026-08-23
DELAY,UI,ATRASO,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_DELAY). Texto de interface/menu do sistema.,2026-08-23
RESIST,UI,RESISTIU,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_RESIST). Texto de interface/menu do sistema.,2026-08-23
HP REGEN,UI,REGEN. HP,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_HP_REGENE). Texto de interface/menu do sistema.,2026-08-23
EP REGEN,UI,REGEN. EP,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_EP_REGENE). Texto de interface/menu do sistema.,2026-08-23
CP REGEN,UI,REGEN. CP,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_CP_REGENE). Texto de interface/menu do sistema.,2026-08-23
GUARD,UI,DEFESA,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_GUARD). Texto de interface/menu do sistema.,2026-08-23
OVERKILL,UI,OVERKILL,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_OVERKILL). Texto de interface/menu do sistema.,2026-08-23
STEALTH,UI,FURTIVIDADE,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_STEALTH). Texto de interface/menu do sistema.,2026-08-23
ATK UP,UI,ATQ ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_ATTACK_UP). Texto de interface/menu do sistema.,2026-08-23
MAGIC ATK UP,UI,ATQ MÁG. ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_MAGIC_ATTACK_UP). Texto de interface/menu do sistema.,2026-08-23
MAGIC DEF UP,UI,DEF MÁG. ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_MAGIC_DEFEND_UP). Texto de interface/menu do sistema.,2026-08-23
HATE UP,UI,ÓDIO ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_HATE_UP). Texto de interface/menu do sistema.,2026-08-23
ATK DOWN,UI,ATQ ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_ATTACK_DOWN). Texto de interface/menu do sistema.,2026-08-23
MAGIC ATK DOWN,UI,ATQ MÁG. ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_MAGIC_ATTACK_DOWN). Texto de interface/menu do sistema.,2026-08-23
MAGIC DEF DOWN,UI,DEF MÁG. ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_MAGIC_DEFEND_DOWN). Texto de interface/menu do sistema.,2026-08-23
HATE DOWN,UI,ÓDIO ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_HATE_DOWN). Texto de interface/menu do sistema.,2026-08-23
ZERO DELAY,UI,ATRASO ZERO,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_ZERO_DELAY). Texto de interface/menu do sistema.,2026-08-23
ALL CANCEL,UI,CANCELAR TUDO,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_ALL_CANCEL). Texto de interface/menu do sistema.,2026-08-23
SBREAK FAILED,UI,S-BREAK FALHOU,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_SBREAK_FAILD). Texto de interface/menu do sistema.,2026-08-23
ARTS FAILED,UI,ARTS FALHOU,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_ARTS_FAILD). Texto de interface/menu do sistema.,2026-08-23
REFLECT,UI,REFLETIU,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_REFLECT). Texto de interface/menu do sistema.,2026-08-23
FORESIGHT,UI,PRESCIÊNCIA,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_MINDS_EYE). Texto de interface/menu do sistema.,2026-08-23
HP SHIELD,UI,ESCUDO DE HP,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_HP_SHIELD). Texto de interface/menu do sistema.,2026-08-23
PERFECT GUARD,UI,DEFESA PERFEITA,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_PERFECT_GUARD). Texto de interface/menu do sistema.,2026-08-23
EXP GET,UI,EXP OBTIDO,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_EXP_GET). Texto de interface/menu do sistema.,2026-08-23
AT-BONUS GET,UI,BÔNUS DE AT OBTIDO,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_AT_BONUS_GET). Texto de interface/menu do sistema.,2026-08-23
DEBUFF SHIELD,UI,ESCUDO DE DEBUFF,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_DEBUFF_SHIELD). Texto de interface/menu do sistema.,2026-08-23
LUCK UP,UI,SORTE ↑,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_LUCK_UP). Texto de interface/menu do sistema.,2026-08-23
LUCK DOWN,UI,SORTE ↓,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_BTL_DMG_LUCK_DOWN). Texto de interface/menu do sistema.,2026-08-23
Details,UI,Detalhes,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_RESULT_DETAIL). Texto de interface/menu do sistema.,2026-08-23
Result Details,UI,Detalhes do Resultado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_RESULT_DETAIL_2). Texto de interface/menu do sistema.,2026-08-23
New Craft,UI,Novo Craft,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_RESULT_NEW_CRAFT). Texto de interface/menu do sistema.,2026-08-23
Support Ability,UI,Support Ability,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_RESULT_SUPPORT_ABILITY). Texto de interface/menu do sistema.,2026-08-23
Proceed,UI,Continuar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_RESULT_SKIP). Texto de interface/menu do sistema.,2026-08-23
Retry,UI,Tentar Novamente,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_GAMEOVER_RETRY). Texto de interface/menu do sistema.,2026-08-23
Proceed as is,UI,Continuar assim mesmo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_GAMEOVER_GO_AHEAD). Texto de interface/menu do sistema.,2026-08-23
Proceed as victory,UI,Continuar como vitória,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_GAMEOVER_GO_AHEAD_AS_WIN). Texto de interface/menu do sistema.,2026-08-23
Load most recent save data,UI,Carregar dados de save mais recentes,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_GAMEOVER_LOAD_LATEST_SAVE). Texto de interface/menu do sistema.,2026-08-23
Return to Title Screen,UI,Voltar à Tela de Título,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_GAMEOVER_TITLE). Texto de interface/menu do sistema.,2026-08-23
Unequip,UI,Desequipar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_REMOVE_EQUIP). Texto de interface/menu do sistema.,2026-08-23
Return,UI,Voltar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_BACK). Texto de interface/menu do sistema.,2026-08-23
Change Formation,UI,Mudar Formação,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_TOP_KEY_HELP_FORMATION_TEXT). Texto de interface/menu do sistema.,2026-08-23
Save,UI,Salvar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_TOP_KEY_HELP_SYSTEM_TEXT). Texto de interface/menu do sistema.,2026-08-23
Select Character,UI,Selecionar Personagem,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_TOP_KEY_HELP_SELECT_TEXT). Texto de interface/menu do sistema.,2026-08-23
Effect,UI,Efeito,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ITEM_EFFECT). Texto de interface/menu do sistema.,2026-08-23
Range,UI,Alcance,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ITEM_RANGE). Texto de interface/menu do sistema.,2026-08-23
Unused,UI,Não Utilizado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ITEM_NO_EQUIP). Texto de interface/menu do sistema.,2026-08-23
Owned,UI,Quantidade,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ITEM_HAVE_NUM). Texto de interface/menu do sistema.,2026-08-23
Discard,UI,Descartar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ITEM_KEY_HELP_DISCARD_TEXT). Texto de interface/menu do sistema.,2026-08-23
Recipe Learned,UI,Receita Aprendida,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ITEM_KEY_HELP_RECIPE_TEXT). Texto de interface/menu do sistema.,2026-08-23
Equipped By,UI,Equipado Por,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_EQUIP_EQUIP_CHARACTER). Texto de interface/menu do sistema.,2026-08-23
Total,UI,Total,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_EQUIP_TOTAL_NUM). Texto de interface/menu do sistema.,2026-08-23
Auto-Equip: Balanced,UI,Autoequipar: Equilibrado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_EQUIP_AUTO_EQUIP_BALANCE). Texto de interface/menu do sistema.,2026-08-23
Auto-Equip: Magic Priority,UI,Autoequipar: Prioridade Mágica,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_EQUIP_AUTO_EQUIP_MAGIC). Texto de interface/menu do sistema.,2026-08-23
Auto-Equip: Speed Priority,UI,Autoequipar: Prioridade de Velocidade,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_EQUIP_AUTO_EQUIP_SPEED). Texto de interface/menu do sistema.,2026-08-23
Remove All ⇒ Balanced,UI,Remover Tudo ⇒ Equilibrado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_EQUIP_AUTO_RESET_BALANCE). Texto de interface/menu do sistema.,2026-08-23
Remove All ⇒ Magic Priority,UI,Remover Tudo ⇒ Prioridade Mágica,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_EQUIP_AUTO_RESET_MAGIC). Texto de interface/menu do sistema.,2026-08-23
Remove All ⇒ Speed Priority,UI,Remover Tudo ⇒ Prioridade de Velocidade,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_EQUIP_AUTO_RESET_SPEED). Texto de interface/menu do sistema.,2026-08-23
Remove Accessories/Armor,UI,Remover Acessórios/Armadura,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_EQUIP_ACCESSORY_REMOVE). Texto de interface/menu do sistema.,2026-08-23
Auto-Equip,UI,Autoequipar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_EQUIP_KEY_HELP_AUTO_EQUIP_TEXT). Texto de interface/menu do sistema.,2026-08-23
Power,UI,Poder,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_STATUS_POWER). Texto de interface/menu do sistema.,2026-08-23
S-Crafts,UI,S-Crafts,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_STATUS_SCRAFTS). Texto de interface/menu do sistema.,2026-08-23
Crafts,UI,Crafts,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_STATUS_CRAFTS). Texto de interface/menu do sistema.,2026-08-23
Overdrive,UI,Overdrive,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_STATUS_OVERDRIVE). Texto de interface/menu do sistema.,2026-08-23
Set S-Break,UI,Definir S-Break,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_STATUS_KEY_HELP_SBREAK_SET_TEXT). Texto de interface/menu do sistema.,2026-08-23
View Abilities,UI,Ver Habilidades,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_STATUS_KEY_HELP_SUPPORT_ABILITY_SET_TEXT). Texto de interface/menu do sistema.,2026-08-23
View Crafts,UI,Ver Crafts,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_STATUS_KEY_HELP_CRAFT_SET_TEXT). Texto de interface/menu do sistema.,2026-08-23
Costume,UI,Traje,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_COSTUME_COSTUME). Texto de interface/menu do sistema.,2026-08-23
Accessory,UI,Acessório,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_COSTUME_ATTACHMENT). Texto de interface/menu do sistema.,2026-08-23
Hair Color,UI,Cor do Cabelo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_COSTUME_HAIR_COLOR). Texto de interface/menu do sistema.,2026-08-23
View Model,UI,Ver Modelo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_COSTUME_KEY_HELP_INFO_TEXT). Texto de interface/menu do sistema.,2026-08-23
Move,UI,Mover,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_COSTUME_KEY_HELP_MOVING_TEXT). Texto de interface/menu do sistema.,2026-08-23
Rotate,UI,Girar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_COSTUME_KEY_HELP_ROTATE_TEXT). Texto de interface/menu do sistema.,2026-08-23
Switch Character,UI,Trocar Personagem,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_COSTUME_KEY_HELP_CHARA_CHANGE_TEXT). Texto de interface/menu do sistema.,2026-08-23
Zoom In/Out,UI,Aproximar/Afastar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_COSTUME_KEY_HELP_SCALING_TEXT). Texto de interface/menu do sistema.,2026-08-23
Reset View,UI,Redefinir Visualização,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_COSTUME_KEY_HELP_RESET_TEXT). Texto de interface/menu do sistema.,2026-08-23
Hide UI,UI,Ocultar Interface,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_COSTUME_KEY_HELP_HIDE_TEXT). Texto de interface/menu do sistema.,2026-08-23
Load,UI,Carregar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_SYSTEM_ITEM_1). Texto de interface/menu do sistema.,2026-08-23
Delete Save Data,UI,Apagar Dados de Save,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_SYSTEM_ITEM_2). Texto de interface/menu do sistema.,2026-08-23
Options,UI,Opções,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_SYSTEM_ITEM_4). Texto de interface/menu do sistema.,2026-08-23
End Game,UI,Encerrar Jogo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_SYSTEM_ITEM_6). Texto de interface/menu do sistema.,2026-08-23
Reward,UI,Recompensa,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ACHIEVEMENT_REWARD). Texto de interface/menu do sistema.,2026-08-23
Achievements,UI,Conquistas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_CAMP_ACHIEVEMENT_PLAY_RECORD). Texto de interface/menu do sistema.,2026-08-23
